NAME,year,month,avg_pm25,max_pm25,std_pm25,days_above_35,obs_count,pm25_lag1,pm25_lag2,pm25_rolling3,days_above_lag1,month_sin,month_cos,next_month_pm25,label_next_month_pm25
Alameda,2015,12,8.238377489878543,21.125,4.053787817355898,0,247,8.451312213043478,7.80623233467742,8.066246315906966,0.0,-2.4492935982947064e-16,1.0,7.957035359649123,0
Alameda,2016,1,7.957035359649123,22.375,4.086733980477744,0,228,8.238377489878543,8.451312213043478,8.165307345866479,0.0,0.49999999999999994,0.8660254037844387,9.464466193965515,0
Alameda,2016,2,9.464466193965515,21.956522,4.372386404652159,0,232,7.957035359649123,8.238377489878543,8.215575020857047,0.0,0.8660254037844386,0.5000000000000001,5.827590286290323,0
Alameda,2016,3,5.827590286290323,12.375,2.5154680685860535,0,248,9.464466193965515,7.957035359649123,8.553293014497727,0.0,1.0,6.123233995736766e-17,7.090990829166667,0
Alameda,2016,4,7.090990829166667,16.916667,3.041621707744812,0,240,5.827590286290323,9.464466193965515,7.749697279968321,0.0,0.8660254037844387,-0.49999999999999983,7.895722630081301,0
Alameda,2016,5,7.895722630081301,19.0,4.033713420083752,0,246,7.090990829166667,5.827590286290323,7.4610157698075,0.0,0.49999999999999994,-0.8660254037844387,8.465073433333334,0
Alameda,2016,6,8.465073433333334,18.26087,3.8988560860851504,0,240,7.895722630081301,7.090990829166667,6.938101248512763,0.0,1.2246467991473532e-16,-1.0,6.8502323441558435,0
Alameda,2016,7,6.8502323441558435,17.478261,3.642713936365138,0,308,8.465073433333334,7.895722630081301,7.8172622975271,0.0,-0.4999999999999998,-0.8660254037844388,6.658694235099338,0
Alameda,2016,8,6.658694235099338,13.608696,2.3871857595192307,0,302,6.8502323441558435,8.465073433333334,7.737009469190158,0.0,-0.8660254037844384,-0.5000000000000004,10.156837110204082,0
Alameda,2016,9,10.156837110204082,19.666667,2.836533220402797,0,245,6.658694235099338,6.8502323441558435,7.324666670862839,0.0,-1.0,-1.8369701987210297e-16,5.508600321192053,0
Alameda,2016,10,5.508600321192053,10.208333,2.052491305892803,0,302,10.156837110204082,6.658694235099338,7.8885878964864204,0.0,-0.8660254037844386,0.5000000000000001,7.88770343,0
Alameda,2016,11,7.88770343,16.458333,3.361070323215959,0,300,5.508600321192053,10.156837110204082,7.441377222165158,0.0,-0.5000000000000004,0.8660254037844384,9.195122407942238,0
Alameda,2016,12,9.195122407942238,23.916667,4.576851236511453,0,277,7.88770343,5.508600321192053,7.851046953798711,0.0,-2.4492935982947064e-16,1.0,9.08034599661017,0
Alameda,2017,1,9.08034599661017,28.291667,6.1931978243176475,0,295,9.195122407942238,7.88770343,7.5304753863780975,0.0,0.49999999999999994,0.8660254037844387,6.285680423357664,0
Alameda,2017,2,6.285680423357664,29.043478,4.819758998519576,0,274,9.08034599661017,9.195122407942238,8.721057278184135,0.0,0.8660254037844386,0.5000000000000001,6.697648781758957,0
Alameda,2017,3,6.697648781758957,15.833333,2.8181656964731148,0,307,6.285680423357664,9.08034599661017,8.187049609303356,0.0,1.0,6.123233995736766e-17,6.78465239261745,0
Alameda,2017,4,6.78465239261745,15.625,2.9920495366702213,0,298,6.697648781758957,6.285680423357664,7.3545584005755975,0.0,0.8660254037844387,-0.49999999999999983,8.053697503311257,0
Alameda,2017,5,8.053697503311257,22.8,4.071632726459768,0,302,6.78465239261745,6.697648781758957,6.58932719924469,0.0,0.49999999999999994,-0.8660254037844387,8.220448066666666,0
Alameda,2017,6,8.220448066666666,20.208333,4.343041750337604,0,300,8.053697503311257,6.78465239261745,7.178666225895888,0.0,1.2246467991473532e-16,-1.0,9.424833686468649,0
Alameda,2017,7,9.424833686468649,19.916667,3.7131084777086634,0,303,8.220448066666666,8.053697503311257,7.686265987531791,0.0,-0.4999999999999998,-0.8660254037844388,10.995213326797384,0
Alameda,2017,8,10.995213326797384,25.833333,4.319490090230147,0,306,9.424833686468649,8.220448066666666,8.566326418815525,0.0,-0.8660254037844384,-0.5000000000000004,14.347013166666663,1
Alameda,2017,9,14.347013166666663,56.083333,12.121316057816257,28,300,10.995213326797384,9.424833686468649,9.5468316933109,0.0,-1.0,-1.8369701987210297e-16,16.198726055194804,1
Alameda,2017,10,16.198726055194804,70.875,13.272832177650924,24,308,14.347013166666663,10.995213326797384,11.589020059977566,28.0,-0.8660254037844386,0.5000000000000001,9.26921058,0
Alameda,2017,11,9.26921058,24.208333,4.747799707622812,0,300,16.198726055194804,14.347013166666663,13.846984182886283,24.0,-0.5000000000000004,0.8660254037844384,18.01576432686084,1
Alameda,2017,12,18.01576432686084,44.208333,8.752324395201983,11,309,9.26921058,16.198726055194804,13.271649933953823,0.0,-2.4492935982947064e-16,1.0,14.03310618446602,1
Alameda,2018,1,14.03310618446602,39.086957,7.785696926208567,6,309,18.01576432686084,9.26921058,14.494566987351881,11.0,0.49999999999999994,0.8660254037844387,9.355391356115108,0
Alameda,2018,2,9.355391356115108,32.833333,5.204251946466151,0,278,14.03310618446602,18.01576432686084,13.772693697108954,6.0,0.8660254037844386,0.5000000000000001,7.716583762987012,0
Alameda,2018,3,7.716583762987012,18.541667,3.741040414913248,0,308,9.355391356115108,14.03310618446602,13.801420622480656,0.0,1.0,6.123233995736766e-17,9.13077345480226,0
Alameda,2018,4,9.13077345480226,19.625,4.080650316281647,0,354,7.716583762987012,9.355391356115108,10.368360434522714,0.0,0.8660254037844387,-0.49999999999999983,8.147555862903227,0
Alameda,2018,5,8.147555862903227,22.521739,4.088336270366858,0,372,9.13077345480226,7.716583762987012,8.734249524634793,0.0,0.49999999999999994,-0.8660254037844387,10.487333353932584,0
Alameda,2018,6,10.487333353932584,28.35,3.708197367544344,0,356,8.147555862903227,9.13077345480226,8.331637693564167,0.0,1.2246467991473532e-16,-1.0,8.361539460916442,0
Alameda,2018,7,8.361539460916442,21.208333,3.127067970928178,0,371,10.487333353932584,8.147555862903227,9.255220890546022,0.0,-0.4999999999999998,-0.8660254037844388,14.326300564864864,1
Alameda,2018,8,14.326300564864864,48.416667,8.59545613038088,12,370,8.361539460916442,10.487333353932584,8.99880955925075,0.0,-0.8660254037844384,-0.5000000000000004,11.480326605555554,1
Alameda,2018,9,11.480326605555554,23.916667,4.785436407237046,0,360,14.326300564864864,8.361539460916442,11.058391126571296,12.0,-1.0,-1.8369701987210297e-16,8.742718505747126,0
Alameda,2018,10,8.742718505747126,21.291667,4.231213821965403,0,348,11.480326605555554,14.326300564864864,11.389388877112287,0.0,-0.8660254037844386,0.5000000000000001,44.02833272413793,1
Alameda,2018,11,44.02833272413793,172.666667,47.63716527793236,144,348,8.742718505747126,11.480326605555554,11.516448558722516,0.0,-0.5000000000000004,0.8660254037844384,8.919109695652173,0
Alameda,2018,12,8.919109695652173,25.625,5.250099254868993,0,368,44.02833272413793,8.742718505747126,21.417125945146875,144.0,-2.4492935982947064e-16,1.0,9.089432983870967,0
Alameda,2019,1,9.089432983870967,29.333333,5.609311274432413,0,372,8.919109695652173,44.02833272413793,20.56338697517908,0.0,0.49999999999999994,0.8660254037844387,4.2776680625,0
Alameda,2019,2,4.2776680625,9.875,2.011016583248359,0,336,9.089432983870967,8.919109695652173,20.678958467887025,0.0,0.8660254037844386,0.5000000000000001,5.280086203252033,0
Alameda,2019,3,5.280086203252033,15.130435,2.7179253339939926,0,369,4.2776680625,9.089432983870967,7.428736914007714,0.0,1.0,6.123233995736766e-17,7.271800854651163,0
Alameda,2019,4,7.271800854651163,18.583333,4.413728013292405,0,344,5.280086203252033,4.2776680625,6.215729083207667,0.0,0.8660254037844387,-0.49999999999999983,6.348074232432433,0
Alameda,2019,5,6.348074232432433,15.5,3.131030680042395,0,370,7.271800854651163,5.280086203252033,5.609851706801066,0.0,0.49999999999999994,-0.8660254037844387,8.180202761111111,0
Alameda,2019,6,8.180202761111111,18.958333,3.649232369043347,0,360,6.348074232432433,7.271800854651163,6.299987096778543,0.0,1.2246467991473532e-16,-1.0,7.773801350404312,0
Alameda,2019,7,7.773801350404312,19.458333,2.9875848684603072,0,371,8.180202761111111,6.348074232432433,7.266692616064902,0.0,-0.4999999999999998,-0.8660254037844388,6.7756915164835165,0
Alameda,2019,8,6.7756915164835165,19.416667,3.360576169473247,0,364,7.773801350404312,8.180202761111111,7.434026114649285,0.0,-0.8660254037844384,-0.5000000000000004,6.27983048502994,0
Alameda,2019,9,6.27983048502994,13.909091,2.7956539742354147,0,334,6.7756915164835165,7.773801350404312,7.57656520933298,0.0,-1.0,-1.8369701987210297e-16,8.711593153424658,0
Alameda,2019,10,8.711593153424658,28.791667,3.9127082506995583,0,365,6.27983048502994,6.7756915164835165,6.943107783972589,0.0,-0.8660254037844386,0.5000000000000001,11.461391538888888,1
Alameda,2019,11,11.461391538888888,26.083333,5.064916842942943,0,360,8.711593153424658,6.27983048502994,7.255705051646038,0.0,-0.5000000000000004,0.8660254037844384,6.485112193820225,0
Alameda,2019,12,6.485112193820225,18.045455,3.2921689591600027,0,356,11.461391538888888,8.711593153424658,8.817605059114497,0.0,-2.4492935982947064e-16,1.0,7.3567974623655905,0
Alameda,2020,1,7.3567974623655905,23.181818,3.394294041114649,0,372,6.485112193820225,11.461391538888888,8.886032295377923,0.0,0.49999999999999994,0.8660254037844387,8.690519349854227,0
Alameda,2020,2,8.690519349854227,19.083333,3.8582155247895966,0,343,7.3567974623655905,6.485112193820225,8.434433731691568,0.0,0.8660254037844386,0.5000000000000001,5.131800807692308,0
Alameda,2020,3,5.131800807692308,14.208333,2.957323898961938,0,364,8.690519349854227,7.3567974623655905,7.510809668680014,0.0,1.0,6.123233995736766e-17,5.309871283333333,0
Alameda,2020,4,5.309871283333333,13.26087,2.562190351086395,0,360,5.131800807692308,8.690519349854227,7.0597058733040425,0.0,0.8660254037844387,-0.49999999999999983,5.88927785326087,0
Alameda,2020,5,5.88927785326087,15.041667,3.1908514538722357,0,368,5.309871283333333,5.131800807692308,6.377397146959955,0.0,0.49999999999999994,-0.8660254037844387,6.815876627777778,0
Alameda,2020,6,6.815876627777778,18.043478,3.4473083326916987,0,360,5.88927785326087,5.309871283333333,5.443649981428837,0.0,1.2246467991473532e-16,-1.0,7.6024357388888895,0
Alameda,2020,7,7.6024357388888895,41.125,4.988606875792665,2,360,6.815876627777778,5.88927785326087,6.005008588123992,0.0,-0.4999999999999998,-0.8660254037844388,16.74372567385445,1
Alameda,2020,8,16.74372567385445,99.916667,16.102017846706474,36,371,7.6024357388888895,6.815876627777778,6.769196739975844,2.0,-0.8660254037844384,-0.5000000000000004,32.005523815126054,1
Alameda,2020,9,32.005523815126054,167.708333,38.97013722114544,72,357,16.74372567385445,7.6024357388888895,10.387346013507036,36.0,-1.0,-1.8369701987210297e-16,14.731446566395665,1
Alameda,2020,10,14.731446566395665,103.958333,14.489455100916196,25,369,32.005523815126054,16.74372567385445,18.783895075956462,72.0,-0.8660254037844386,0.5000000000000001,9.5610453796034,0
Alameda,2020,11,9.5610453796034,27.583333,4.738834080659866,0,353,14.731446566395665,32.005523815126054,21.160232018458718,25.0,-0.5000000000000004,0.8660254037844384,12.1213254077135,1
Butte,2015,2,8.75925925925926,24.6,5.622705293256514,0,27,23.786956521739132,,23.786956521739132,2.0,0.8660254037844386,0.5000000000000001,5.709677419354839,0
Butte,2015,3,5.709677419354839,12.8,2.4218938648242037,0,31,8.75925925925926,23.786956521739132,16.273107890499197,0.0,1.0,6.123233995736766e-17,5.1,0
Butte,2015,4,5.1,9.7,2.6267851073127395,0,27,5.709677419354839,8.75925925925926,12.751964400117743,0.0,0.8660254037844387,-0.49999999999999983,6.338461538461539,0
Butte,2015,5,6.338461538461539,10.0,1.9508104824563404,0,26,5.1,5.709677419354839,6.5229788928713655,0.0,0.49999999999999994,-0.8660254037844387,7.461538461538462,0
Butte,2015,6,7.461538461538462,14.6,2.97739173412931,0,26,6.338461538461539,5.1,5.7160463192721265,0.0,1.2246467991473532e-16,-1.0,6.23103448275862,0
Butte,2015,7,6.23103448275862,11.0,1.8386919745677637,0,29,7.461538461538462,6.338461538461539,6.3,0.0,-0.4999999999999998,-0.8660254037844388,9.15925925925926,0
Butte,2015,8,9.15925925925926,16.8,4.355037689429712,0,27,6.23103448275862,7.461538461538462,6.6770114942528735,0.0,-0.8660254037844384,-0.5000000000000004,8.52962962962963,0
Butte,2015,9,8.52962962962963,22.6,4.676604193282428,0,27,9.15925925925926,6.23103448275862,7.617277401185447,0.0,-1.0,-1.8369701987210297e-16,7.453333333333333,0
Butte,2015,10,7.453333333333333,12.8,2.7167086238914986,0,30,8.52962962962963,9.15925925925926,7.973307790549171,0.0,-0.8660254037844386,0.5000000000000001,12.733333333333333,1
Butte,2015,11,12.733333333333333,25.7,7.039118936507526,0,30,7.453333333333333,8.52962962962963,8.380740740740741,0.0,-0.5000000000000004,0.8660254037844384,11.148275862068964,0
Butte,2015,12,11.148275862068964,22.7,5.395806618480634,0,29,12.733333333333333,7.453333333333333,9.572098765432099,0.0,-2.4492935982947064e-16,1.0,8.246666666666666,0
Butte,2016,1,8.246666666666666,26.8,5.9258483072822195,0,30,11.148275862068964,12.733333333333333,10.444980842911876,0.0,0.49999999999999994,0.8660254037844387,7.45,0
Butte,2016,2,7.45,18.3,3.821624630286813,0,28,8.246666666666666,11.148275862068964,10.70942528735632,0.0,0.8660254037844386,0.5000000000000001,3.5214285714285714,0
Butte,2016,3,3.5214285714285714,6.8,1.615975142561191,0,28,7.45,8.246666666666666,8.94831417624521,0.0,1.0,6.123233995736766e-17,4.319999999999999,0
Butte,2016,4,4.319999999999999,9.6,2.4569956422848818,0,30,3.5214285714285714,7.45,6.406031746031746,0.0,0.8660254037844387,-0.49999999999999983,4.469230769230769,0
Butte,2016,5,4.469230769230769,9.3,1.8362503600041544,0,26,4.319999999999999,3.5214285714285714,5.097142857142857,0.0,0.49999999999999994,-0.8660254037844387,5.825,0
Butte,2016,6,5.825,16.5,3.0300501157082707,0,28,4.469230769230769,4.319999999999999,4.103553113553113,0.0,1.2246467991473532e-16,-1.0,8.564,0
Butte,2016,7,8.564,20.9,5.130373605628866,0,25,5.825,4.469230769230769,4.871410256410257,0.0,-0.4999999999999998,-0.8660254037844388,9.555172413793104,0
Butte,2016,8,9.555172413793104,14.5,2.5214205473015956,0,29,8.564,5.825,6.286076923076923,0.0,-0.8660254037844384,-0.5000000000000004,11.242857142857144,1
Butte,2016,9,11.242857142857144,19.8,3.6299605723222057,0,28,9.555172413793104,8.564,7.981390804597702,0.0,-1.0,-1.8369701987210297e-16,5.493333333333334,0
Butte,2016,10,5.493333333333334,12.4,2.742001953435423,0,30,11.242857142857144,9.555172413793104,9.787343185550084,0.0,-0.8660254037844386,0.5000000000000001,8.033333333333333,0
Butte,2016,11,8.033333333333333,15.6,3.4128715633161915,0,27,5.493333333333334,11.242857142857144,8.763787629994527,0.0,-0.5000000000000004,0.8660254037844384,17.99473684210526,1
Butte,2016,12,17.99473684210526,37.2,7.399510020130503,1,19,8.033333333333333,5.493333333333334,8.256507936507937,0.0,-2.4492935982947064e-16,1.0,8.748148148148148,0
Butte,2017,1,8.748148148148148,30.9,7.691172280877023,0,27,17.99473684210526,8.033333333333333,10.507134502923975,1.0,0.49999999999999994,0.8660254037844387,4.7153846153846155,0
Butte,2017,2,4.7153846153846155,12.3,3.201086354060735,0,26,8.748148148148148,17.99473684210526,11.592072774528914,0.0,0.8660254037844386,0.5000000000000001,4.613793103448275,0
Butte,2017,3,4.613793103448275,9.6,1.9829134657891352,0,29,4.7153846153846155,8.748148148148148,10.486089868546008,0.0,1.0,6.123233995736766e-17,3.470833333333333,0
Butte,2017,4,3.470833333333333,6.1,1.1536253504822795,0,24,4.613793103448275,4.7153846153846155,6.025775288993678,0.0,0.8660254037844387,-0.49999999999999983,5.47741935483871,0
Butte,2017,5,5.47741935483871,9.5,2.260783002622374,0,31,3.470833333333333,4.613793103448275,4.266670350722073,0.0,0.49999999999999994,-0.8660254037844387,5.765,0
Butte,2017,6,5.765,10.2,2.7187990769920147,0,20,5.47741935483871,3.470833333333333,4.520681930540105,0.0,1.2246467991473532e-16,-1.0,8.0,0
Butte,2017,7,8.0,10.9,1.2459589853215265,0,30,5.765,5.47741935483871,4.904417562724014,0.0,-0.4999999999999998,-0.8660254037844388,12.75,1
Butte,2017,8,12.75,23.8,3.855875747191263,0,28,8.0,5.765,6.414139784946236,0.0,-0.8660254037844384,-0.5000000000000004,15.58846153846154,1
Butte,2017,9,15.58846153846154,45.2,10.268021305902202,1,26,12.75,8.0,8.838333333333333,0.0,-1.0,-1.8369701987210297e-16,7.7,0
Butte,2017,10,7.7,34.9,6.481612789100108,0,24,15.58846153846154,12.75,12.112820512820512,1.0,-0.8660254037844386,0.5000000000000001,10.045454545454543,0
Butte,2017,11,10.045454545454543,23.9,5.645624287275376,0,22,7.7,15.58846153846154,12.012820512820513,0.0,-0.5000000000000004,0.8660254037844384,19.85,1
Butte,2017,12,19.85,35.7,9.03226973422097,1,30,10.045454545454543,7.7,11.11130536130536,0.0,-2.4492935982947064e-16,1.0,12.203448275862067,1
Butte,2018,1,12.203448275862067,24.4,5.786590580114678,0,29,19.85,10.045454545454543,12.531818181818181,1.0,0.49999999999999994,0.8660254037844387,6.9222222222222225,0
Butte,2018,2,6.9222222222222225,15.1,3.516590714941142,0,27,12.203448275862067,19.85,14.032967607105535,0.0,0.8660254037844386,0.5000000000000001,3.767741935483871,0
Butte,2018,3,3.767741935483871,8.5,1.903398206152038,0,31,6.9222222222222225,12.203448275862067,12.991890166028098,0.0,1.0,6.123233995736766e-17,4.538461538461538,0
Butte,2018,4,4.538461538461538,9.2,2.081744830295379,0,26,3.767741935483871,6.9222222222222225,7.631137477856053,0.0,0.8660254037844387,-0.49999999999999983,5.516666666666667,0
Butte,2018,5,5.516666666666667,11.7,2.395697772276786,0,30,4.538461538461538,3.767741935483871,5.076141898722542,0.0,0.49999999999999994,-0.8660254037844387,6.5814814814814815,0
Butte,2018,6,6.5814814814814815,10.4,2.495694297883863,0,27,5.516666666666667,4.538461538461538,4.607623380204024,0.0,1.2246467991473532e-16,-1.0,11.936666666666667,1
Butte,2018,7,11.936666666666667,42.8,9.664384788145252,2,30,6.5814814814814815,5.516666666666667,5.545536562203227,0.0,-0.4999999999999998,-0.8660254037844388,26.24516129032258,1
Butte,2018,8,26.24516129032258,61.4,15.783680151972952,8,31,11.936666666666667,6.5814814814814815,8.011604938271605,2.0,-0.8660254037844384,-0.5000000000000004,11.366666666666667,1
Butte,2018,9,11.366666666666667,26.3,6.266293703746196,0,30,26.24516129032258,11.936666666666667,14.92110314615691,8.0,-1.0,-1.8369701987210297e-16,7.646666666666667,0
Butte,2018,10,7.646666666666667,15.6,4.339770638570926,0,30,11.366666666666667,26.24516129032258,16.516164874551972,0.0,-0.8660254037844386,0.5000000000000001,61.736,1
