NAME,year,month,avg_pm25,max_pm25,std_pm25,days_above_35,obs_count
San Bernardino,2016,12,11.89967694893617,44.1,7.655524915435739,4,235
San Bernardino,2017,1,7.300460575630252,23.2,5.624089480002538,0,238
San Bernardino,2017,2,7.268093862068966,26.8,6.573669335288138,0,203
San Bernardino,2017,3,9.922286305676856,27.979167,5.782696765446924,0,229
San Bernardino,2017,4,10.081759942982456,21.391667,4.550889429963587,0,228
San Bernardino,2017,5,10.74623546090535,26.8,5.005247078589501,0,243
San Bernardino,2017,6,12.2799785,25.7,5.116516558890593,0,206
San Bernardino,2017,7,13.28137218579235,67.8,5.908340255425475,2,183
San Bernardino,2017,8,13.358539836820084,34.991667,5.604742126682823,0,239
San Bernardino,2017,9,11.773261555555557,25.191667,4.954612132838623,0,234
San Bernardino,2017,10,13.53916665560166,33.9375,6.831390807679511,0,241
San Bernardino,2017,11,13.377338151960785,51.333333,9.800716419255162,14,204
San Bernardino,2017,12,15.114515472906405,49.65,8.411775548174933,9,203
San Bernardino,2018,1,14.035952840336135,67.670833,10.847620183862261,11,238
San Bernardino,2018,2,10.553582995121952,34.883333,6.529473283581804,0,205
San Bernardino,2018,3,8.188053609958505,30.604167,6.034766083402165,0,241
San Bernardino,2018,4,10.805310980582524,34.883333,5.674426067030057,0,206
San Bernardino,2018,5,9.281022426778243,19.141667,3.467798127280324,0,239
San Bernardino,2018,6,12.211665693617022,27.045833,4.6529130017229114,0,235
San Bernardino,2018,7,13.246173555555556,70.683333,7.485102307368753,3,234
San Bernardino,2018,8,15.644696437499999,33.470833,6.356463227869824,0,240
San Bernardino,2018,9,11.598962318965517,26.8625,5.79485581285524,0,232
San Bernardino,2018,10,9.638213738396624,34.304167,6.39229834043604,0,237
San Bernardino,2018,11,11.930938847161572,33.483333,6.564094832798954,0,229
San Bernardino,2018,12,12.818010933884297,46.3,8.75258584194055,11,242
San Bernardino,2019,1,10.079879378151261,43.641667,8.021520318222318,4,238
San Bernardino,2019,2,8.06038347142857,24.066667,5.55943866545104,0,210
San Bernardino,2019,3,7.844623784482758,24.583333,4.899334931482696,0,232
San Bernardino,2019,4,9.108066429906541,23.7,4.934709559818406,0,214
San Bernardino,2019,5,8.413793544680852,20.116667,4.338743113057964,0,235
San Bernardino,2019,6,10.190521960698689,20.841667,3.790586580734785,0,229
San Bernardino,2019,7,13.531728855932203,81.3,9.575868061601517,5,236
San Bernardino,2019,8,11.000126888429751,20.081818,4.260845294143526,0,242
San Bernardino,2019,9,10.303609456896552,20.3375,3.6950225755974224,0,232
San Bernardino,2019,10,11.302760185654009,32.8,5.495565996428802,0,237
San Bernardino,2019,11,14.556955107623319,46.5,9.153518007571176,11,223
San Bernardino,2019,12,11.030811244131455,35.1375,7.082334346201342,0,213
San Bernardino,2020,1,13.542230504132231,49.7875,9.131950652532115,10,242
San Bernardino,2020,2,11.552149691964287,36.966667,7.5681914594280775,2,224
San Bernardino,2020,3,6.108785757201646,23.095833,3.8416784029570104,0,243
San Bernardino,2020,4,7.768705294117647,19.7875,4.552337533973132,0,221
San Bernardino,2020,5,9.751490330357143,24.845833,4.617010271023715,0,224
San Bernardino,2020,6,9.899193991189428,19.316667,3.2033650426101627,0,227
San Bernardino,2020,7,11.924709419087137,53.404167,6.174426263564435,4,241
San Bernardino,2020,8,14.97765437037037,53.1,7.993057477023183,7,243
San Bernardino,2020,9,22.42470482832618,65.65,12.483003983375896,34,233
San Bernardino,2020,10,18.756147874476987,47.275,8.660475459023562,15,239
San Bernardino,2020,11,13.593495042056075,33.104167,6.237097438694029,0,214
San Bernardino,2020,12,11.725167214285715,33.6,4.765931251955868,0,182
San Diego,2015,1,7.0599593830845775,29.4,6.4639215133841645,0,201
San Diego,2015,2,6.990881251461988,33.5,5.645581808939806,0,171
San Diego,2015,3,7.02983868159204,25.173913,4.3756498787367,0,201
San Diego,2015,4,7.798789036842106,18.25,3.4863446699590703,0,190
San Diego,2015,5,6.349628037234043,17.0,2.7844422773045334,0,188
San Diego,2015,6,6.65949167032967,15.0,3.3131705725301077,0,182
San Diego,2015,7,4.469807857142857,12.7,2.600827409206365,0,182
San Diego,2015,8,8.153861369565218,16.9,4.160119283640289,0,184
San Diego,2015,9,6.520536792349727,12.9,3.51829788312049,0,183
San Diego,2015,10,5.08836397752809,13.1,3.1056441331025826,0,178
San Diego,2015,11,5.918168214285714,23.391304,3.9399185270305033,0,182
San Diego,2015,12,6.5506876,31.285714,4.71268499292273,0,170
San Diego,2016,1,6.868394947368421,23.625,4.541591693022818,0,190
San Diego,2016,2,7.063387536144577,32.666667,5.64334979295241,0,166
San Diego,2016,3,7.412048291666667,34.4,4.308935505283121,0,192
San Diego,2016,4,7.000706715846995,13.4,3.151362549040784,0,183
San Diego,2016,5,5.6774684278074865,13.6,2.736194383259718,0,187
San Diego,2016,6,8.781488751351352,23.5,4.310444280006353,0,185
San Diego,2016,7,7.707125608465608,17.1,3.729769900469592,0,189
San Diego,2016,8,7.600201744565217,14.4,3.078530100107899,0,184
San Diego,2016,9,7.8669122499999995,15.7,3.4919609843787445,0,180
San Diego,2016,10,6.391048040229885,13.1,2.477837820907232,0,174
San Diego,2016,11,6.142027935294118,16.7,3.0309356051799625,0,170
San Diego,2016,12,6.734489439306358,23.9,4.909269274955629,0,173
San Diego,2017,1,5.1327149062499995,18.333333,3.4948959955068872,0,160
San Diego,2017,2,4.709478757961783,23.333333,3.8558040668131235,0,157
San Diego,2017,3,5.945539779069767,26.208333,4.132048073144451,0,172
San Diego,2017,4,6.6054655902777775,14.7,3.0399513156729316,0,144
San Diego,2017,5,6.482668335260116,14.4,3.2490820194467425,0,173
San Diego,2017,6,7.101654145348837,14.954545,2.6851391832667306,0,172
San Diego,2017,7,9.274343891891892,15.5,2.5305716503718663,0,111
San Diego,2017,8,9.614811142857143,20.5,3.599030583937868,0,105
San Diego,2017,9,8.54434288,15.9,3.1252014964180894,0,125
San Diego,2017,10,10.466176597560976,18.6,4.329137139945871,0,164
San Diego,2017,11,6.499929084656085,21.5,4.721227345700991,0,189
