NAME,year,month,fire_count,avg_frp
Imperial,2016,7,53,23.388490566037735
Imperial,2016,8,23,19.11782608695652
Imperial,2016,9,13,23.463846153846156
Imperial,2016,10,11,5.766363636363637
Imperial,2016,11,9,14.687777777777777
Imperial,2016,12,1,6.76
Imperial,2017,1,12,9.764166666666666
Imperial,2017,2,34,14.803235294117647
Imperial,2017,3,26,15.961923076923076
Imperial,2017,4,11,13.373636363636365
Imperial,2017,5,13,22.463846153846152
Imperial,2017,6,47,34.723404255319146
Imperial,2017,7,18,13.71
Imperial,2017,8,21,10.49047619047619
Imperial,2017,9,81,36.00851851851852
Imperial,2017,10,11,7.947272727272727
Imperial,2017,11,4,9.0875
Imperial,2017,12,3,2.1199999999999997
Imperial,2018,1,54,19.034074074074073
Imperial,2018,2,16,4.031875
Imperial,2018,3,12,8.5825
Imperial,2018,5,15,25.38266666666667
Imperial,2018,6,10,10.318000000000001
Imperial,2018,7,9,9.696666666666667
Imperial,2018,8,28,15.49392857142857
Imperial,2018,9,37,8.808108108108108
Imperial,2018,10,11,4.024545454545454
Imperial,2018,11,2,5.1850000000000005
Imperial,2018,12,3,5.896666666666666
Imperial,2019,1,64,27.7984375
Imperial,2019,2,27,17.860370370370372
Imperial,2019,3,11,28.317272727272726
Imperial,2019,4,6,3.5033333333333334
Imperial,2019,5,27,7.278888888888889
Imperial,2019,6,47,7.933404255319149
Imperial,2019,7,38,12.176842105263157
Imperial,2019,8,30,12.631666666666666
Imperial,2019,9,10,5.1739999999999995
Imperial,2019,10,23,11.675217391304347
Imperial,2019,11,15,12.591333333333333
Imperial,2019,12,2,0.6
Imperial,2020,1,47,11.188723404255319
Imperial,2020,2,13,8.680769230769231
Imperial,2020,3,6,3.5700000000000003
Imperial,2020,4,33,10.970606060606059
Imperial,2020,5,16,6.86125
Imperial,2020,6,32,18.976875
Imperial,2020,7,28,13.633571428571429
Imperial,2020,8,10,9.577000000000002
Imperial,2020,9,30,12.238
Imperial,2020,10,50,17.1674
Imperial,2020,11,43,19.474883720930233
Imperial,2020,12,20,14.3205
Inyo,2015,1,4,5.2725
Inyo,2015,6,9,2.04
Inyo,2015,12,1,0.11
Inyo,2016,2,5,35.75
Inyo,2016,3,2,7.92
Inyo,2016,4,1,3.32
Inyo,2016,6,24,6.7250000000000005
Inyo,2016,8,45,5.863555555555556
Inyo,2017,6,23,6.528695652173913
Inyo,2017,8,1,3.24
Inyo,2017,10,1,1.1
Inyo,2018,2,19,3.9563157894736842
Inyo,2018,3,1,0.17
Inyo,2018,4,19,20.69315789473684
Inyo,2018,7,49,4.130408163265306
Inyo,2019,1,2,3.1799999999999997
Inyo,2019,2,7,73.83142857142857
Inyo,2019,7,2,2.57
Inyo,2019,9,418,35.63571770334928
Inyo,2019,10,27,8.176296296296297
Inyo,2019,12,3,6.109999999999999
Inyo,2020,2,3,9.020000000000001
Inyo,2020,6,2,1.88
Inyo,2020,7,93,15.763333333333334
Inyo,2020,8,289,44.99979238754325
Kern,2015,1,4,2.4725
Kern,2015,2,108,5.951851851851852
Kern,2015,3,48,4.40375
Kern,2015,4,36,7.845555555555555
Kern,2015,5,55,7.003636363636363
Kern,2015,6,44,5.29
Kern,2015,7,54,7.160185185185185
Kern,2015,8,30,2.621
Kern,2015,9,24,3.5954166666666665
Kern,2015,10,77,4.731818181818182
Kern,2015,11,31,4.707096774193549
Kern,2015,12,23,9.45217391304348
Kern,2016,1,8,4.02
Kern,2016,2,34,6.177352941176471
Kern,2016,3,22,5.167272727272728
Kern,2016,4,46,8.75804347826087
Kern,2016,5,79,8.237594936708861
Kern,2016,6,1249,23.184443554843874
Kern,2016,7,88,5.872272727272727
Kern,2016,8,1261,33.485400475812845
Kern,2016,9,40,8.4905
Kern,2016,10,29,5.104827586206897
Kern,2016,11,95,15.407263157894738
Kern,2016,12,11,2.399090909090909
Kern,2017,1,8,10.11375
Kern,2017,2,47,9.313617021276595
Kern,2017,3,88,6.320795454545455
Kern,2017,4,99,5.643939393939394
Kern,2017,5,72,10.223888888888888
Kern,2017,6,154,16.646558441558444
Kern,2017,7,88,11.195454545454545
Kern,2017,8,43,11.86186046511628
Kern,2017,9,110,7.277
Kern,2017,10,93,10.197956989247311
Kern,2017,11,86,7.652790697674418
Kern,2017,12,91,19.166813186813187
Kern,2018,1,128,15.43578125
Kern,2018,2,90,6.789
Kern,2018,3,64,17.27875
Kern,2018,4,41,4.781219512195122
Kern,2018,5,74,8.257567567567566
Kern,2018,6,13,4.18
Kern,2018,7,20,4.2825
Kern,2018,8,51,3.071764705882353
Kern,2018,9,16,3.67
Kern,2018,10,48,8.262291666666666
Kern,2018,11,21,8.949047619047619
Kern,2018,12,53,11.843018867924528
Kern,2019,1,47,6.132127659574468
Kern,2019,2,40,5.42975
Kern,2019,3,69,5.316521739130434
Kern,2019,4,43,5.743488372093023
Kern,2019,5,37,5.925675675675675
Kern,2019,6,53,5.891320754716982
Kern,2019,7,55,7.186
Kern,2019,8,54,7.925925925925926
Kern,2019,9,24,6.946666666666666
Kern,2019,10,42,4.6033333333333335
Kern,2019,11,41,4.591463414634147
Kern,2019,12,23,12.790000000000001
Kern,2020,1,8,1.7425
Kern,2020,2,55,6.274545454545455
Kern,2020,3,220,9.28640909090909
Kern,2020,4,78,6.215641025641026
Kern,2020,5,52,5.391538461538461
Kern,2020,6,48,9.021875
Kern,2020,7,35,4.467142857142857
Kern,2020,8,331,16.08915407854985
Kern,2020,9,15,0.7473333333333333
Kern,2020,10,25,2.1252
Kern,2020,11,8,1.45125
Kern,2020,12,15,20.983333333333334
Kings,2015,1,3,0.8300000000000001
Kings,2015,2,9,4.323333333333334
Kings,2015,3,9,5.361111111111111
Kings,2015,4,15,10.608
Kings,2015,5,6,2.9916666666666667
Kings,2015,6,3,6.136666666666667
Kings,2015,8,3,10.709999999999999
Kings,2015,9,3,1.6266666666666667
Kings,2015,10,2,13.969999999999999
Kings,2015,11,4,2.81
Kings,2015,12,5,4.074
Kings,2016,1,5,3.272
Kings,2016,2,4,1.7475
Kings,2016,3,16,5.27
Kings,2016,4,5,5.178
Kings,2016,5,22,13.408181818181818
Kings,2016,6,11,11.252727272727272
Kings,2016,7,5,3.01
Kings,2016,8,3,1.1366666666666667
Kings,2016,9,11,10.363636363636363
Kings,2016,10,14,8.645
Kings,2016,11,135,12.254592592592592
Kings,2016,12,10,4.599
Kings,2017,1,1,2.89
Kings,2017,2,40,14.95075
Kings,2017,3,38,3.2963157894736845
Kings,2017,4,32,23.015625
Kings,2017,5,4,5.637499999999999
Kings,2017,6,21,8.23047619047619
Kings,2017,7,210,22.408190476190477
Kings,2017,8,5,3.56
Kings,2017,9,12,9.251666666666667
Kings,2017,10,11,8.176363636363636
Kings,2017,11,26,8.750384615384615
Kings,2017,12,7,8.114285714285714
Kings,2018,1,8,4.1475
Kings,2018,2,9,4.225555555555555
Kings,2018,3,3,10.43
Kings,2018,5,2,5.415
Kings,2018,6,1,4.16
Kings,2018,7,1,0.76
Kings,2018,8,8,5.0375
Kings,2018,9,4,2.575
Kings,2018,10,5,2.662
Kings,2018,11,3,3.0399999999999996
Kings,2018,12,3,3.1966666666666668
Kings,2019,1,4,5.0625
Kings,2019,2,3,1.0266666666666666
Kings,2019,3,6,2.7733333333333334
Kings,2019,4,2,7.42
Kings,2019,5,9,16.124444444444446
Kings,2019,6,11,14.46
Kings,2019,7,3,0.52
Kings,2019,8,7,6.8428571428571425
Kings,2019,9,16,4.1975
Kings,2019,10,13,7.761538461538462
Kings,2019,11,20,7.6370000000000005
Kings,2019,12,4,3.955
Kings,2020,1,7,2.185714285714286
Kings,2020,2,3,2.903333333333333
Kings,2020,3,28,7.479285714285714
Kings,2020,4,2,1.81
Kings,2020,5,11,2.887272727272727
Kings,2020,6,3,0.79
Kings,2020,7,8,2.8875
Kings,2020,8,6,4.691666666666666
Kings,2020,9,3,0.36000000000000004
Kings,2020,10,4,0.9875
Kings,2020,11,1,0.58
Kings,2020,12,12,4.5808333333333335
Lake,2015,1,25,9.9904
Lake,2015,2,17,10.403529411764705
Lake,2015,3,11,5.739090909090909
Lake,2015,4,20,5.5405
Lake,2015,5,9,7.148888888888889
Lake,2015,6,2,15.92
Lake,2015,7,905,32.118541436464085
Lake,2015,8,537,31.660223463687153
Lake,2015,9,122,5.588196721311475
Lake,2015,11,2,3.69
Lake,2015,12,3,4.213333333333334
Lake,2016,2,5,1.876
Lake,2016,3,2,2.8949999999999996
Lake,2016,4,59,9.169661016949153
Lake,2016,5,3,2.14
Lake,2016,6,7,3.7528571428571427
Lake,2016,7,2,4.23
Lake,2016,8,83,10.68289156626506
Lake,2016,10,11,4.9399999999999995
Lake,2016,11,65,12.801692307692308
Lake,2016,12,43,6.1723255813953495
Lake,2017,1,9,8.146666666666668
Lake,2017,2,15,2.7753333333333337
Lake,2017,3,21,5.020476190476191
Lake,2017,4,21,4.488571428571428
Lake,2017,5,9,5.698888888888889
Lake,2017,9,16,24.034375
Lake,2017,10,83,30.710602409638554
Lake,2017,11,4,2.81
Lake,2017,12,1,2.0
Lake,2018,1,18,3.3905555555555558
Lake,2018,2,23,6.087391304347825
Lake,2018,3,9,4.128888888888889
Lake,2018,4,13,3.5453846153846156
Lake,2018,5,2,3.815
Lake,2018,6,294,57.07741496598639
Lake,2018,7,1300,37.68153076923077
Lake,2018,8,9178,21.941266071039443
Lake,2018,9,231,8.69077922077922
Lake,2018,11,1,3.4
Lake,2018,12,27,3.9140740740740743
Lake,2019,1,9,4.866666666666666
Lake,2019,3,4,2.49
Lake,2019,4,24,4.67375
Lake,2019,5,2,3.3099999999999996
Lake,2019,6,1,1.68
Lake,2019,7,2,2.385
Lake,2019,8,1,0.67
Lake,2019,9,3,138.23
Lake,2019,10,47,7.52
Lake,2019,11,4,9.3975
Lake,2019,12,5,4.864
Lake,2020,1,12,3.986666666666667
Lake,2020,2,47,9.42
Lake,2020,3,47,9.95531914893617
Lake,2020,4,40,10.228
Lake,2020,5,14,5.530714285714287
Lake,2020,6,2,5.455
Lake,2020,7,2,12.83
Lake,2020,8,2629,15.150464054773678
Lake,2020,9,1317,16.01721336370539
Lake,2020,10,22,6.635
Lake,2020,12,12,4.5
Lassen,2015,1,4,3.4975
Lassen,2015,2,1,2.66
Lassen,2015,4,2,0.755
Lassen,2015,6,1,1.54
Lassen,2015,8,215,31.23539534883721
Lassen,2015,10,120,14.011833333333334
Lassen,2015,11,9,10.71111111111111
Lassen,2015,12,13,4.619230769230769
Lassen,2016,4,3,4.316666666666666
Lassen,2016,5,4,7.1
Lassen,2016,6,1,0.59
Lassen,2016,8,1,6.65
Lassen,2016,9,121,24.254545454545458
Lassen,2016,10,30,36.09166666666667
Lassen,2016,11,61,6.674426229508197
Lassen,2016,12,16,9.318125
Lassen,2017,3,1,2.71
Lassen,2017,4,3,4.373333333333334
Lassen,2017,5,3,3.6199999999999997
Lassen,2017,7,168,13.983690476190478
Lassen,2017,8,18,10.653333333333332
Lassen,2017,9,18,36.690000000000005
Lassen,2017,10,24,16.258333333333333
Lassen,2017,11,15,13.972000000000001
Lassen,2017,12,4,2.185
Lassen,2018,1,5,2.754
Lassen,2018,2,2,6.619999999999999
Lassen,2018,3,1,2.25
Lassen,2018,4,1,3.93
Lassen,2018,6,1,4.38
Lassen,2018,7,802,24.410087281795512
Lassen,2018,8,111,11.905045045045046
Lassen,2018,9,6,4.3999999999999995
Lassen,2018,10,28,20.23892857142857
Lassen,2018,11,6,25.893333333333334
Lassen,2018,12,9,5.302222222222222
Lassen,2019,5,10,26.775
Lassen,2019,6,5,5.322000000000001
Lassen,2019,7,12,79.25666666666666
Lassen,2019,8,32,57.9665625
Lassen,2019,9,18,27.270555555555557
Lassen,2019,10,40,18.43875
Lassen,2019,11,16,12.727500000000001
Lassen,2019,12,3,3.5399999999999996
Lassen,2020,1,3,5.816666666666666
Lassen,2020,2,10,7.455
Lassen,2020,3,4,5.6175
Lassen,2020,4,7,15.704285714285716
Lassen,2020,6,7,7.807142857142857
Lassen,2020,7,1116,16.277598566308242
Lassen,2020,8,2995,33.496597662771286
Lassen,2020,9,89,17.011685393258425
Lassen,2020,10,2,1.495
Lassen,2020,11,7,41.64
Lassen,2020,12,1,6.55
Los Angeles,2015,1,140,0.8912857142857143
Los Angeles,2015,2,136,0.8813970588235295
Los Angeles,2015,3,123,0.9570731707317073
Los Angeles,2015,4,173,1.664450867052023
Los Angeles,2015,5,104,0.9823076923076923
Los Angeles,2015,6,107,18.661682242990654
Los Angeles,2015,7,130,2.2183076923076923
Los Angeles,2015,8,135,10.269185185185185
Los Angeles,2015,9,143,1.179020979020979
Los Angeles,2015,10,165,0.9683030303030303
Los Angeles,2015,11,229,6.988558951965066
Los Angeles,2015,12,115,0.7106086956521739
Los Angeles,2016,1,85,0.8445882352941178
Los Angeles,2016,2,213,1.1192957746478873
Los Angeles,2016,3,144,0.7735416666666667
Los Angeles,2016,4,201,1.698905472636816
Los Angeles,2016,5,120,0.7593333333333334
Los Angeles,2016,6,329,14.103100303951368
Los Angeles,2016,7,1496,28.808061497326204
Los Angeles,2016,8,144,1.026875
Los Angeles,2016,9,163,1.5046625766871164
Los Angeles,2016,10,226,2.1443362831858406
Los Angeles,2016,11,256,11.037421875
Los Angeles,2016,12,105,1.0004761904761905
Los Angeles,2017,1,85,0.8747058823529411
Los Angeles,2017,2,78,0.7878205128205129
Los Angeles,2017,3,182,1.0513186813186814
Los Angeles,2017,4,195,0.9653846153846154
Los Angeles,2017,5,154,4.0685714285714285
Los Angeles,2017,6,197,11.454619289340101
Los Angeles,2017,7,178,0.937247191011236
Los Angeles,2017,8,133,1.2290225563909776
Los Angeles,2017,9,567,17.12442680776014
Los Angeles,2017,10,260,1.965730769230769
Los Angeles,2017,11,196,17.897091836734692
Los Angeles,2017,12,527,18.366812144212524
Los Angeles,2018,1,155,0.8384516129032259
Los Angeles,2018,2,153,1.0058823529411764
Los Angeles,2018,3,115,1.2023478260869567
Los Angeles,2018,4,229,1.3475982532751092
Los Angeles,2018,5,148,1.0817567567567568
Los Angeles,2018,6,201,8.090099502487561
Los Angeles,2018,7,201,2.3762686567164177
Los Angeles,2018,8,235,1.2902127659574467
Los Angeles,2018,9,224,3.778839285714286
Los Angeles,2018,10,252,0.9179365079365079
Los Angeles,2018,11,1270,27.779448818897638
Los Angeles,2018,12,210,1.0122380952380952
Los Angeles,2019,1,163,0.9755828220858896
Los Angeles,2019,2,118,1.0958474576271187
Los Angeles,2019,3,195,1.2850256410256409
Los Angeles,2019,4,177,1.1248587570621469
Los Angeles,2019,5,163,1.22
Los Angeles,2019,6,120,1.6658333333333333
Los Angeles,2019,7,182,1.1164285714285713
Los Angeles,2019,8,234,1.7857264957264958
Los Angeles,2019,9,233,1.5487124463519315
Los Angeles,2019,10,674,14.238842729970326
Los Angeles,2019,11,261,16.872413793103448
Los Angeles,2019,12,139,1.1207913669064749
Los Angeles,2020,1,257,1.079610894941634
Los Angeles,2020,2,207,1.1108695652173914
Los Angeles,2020,3,140,1.0984285714285715
Los Angeles,2020,4,126,1.0458730158730158
Los Angeles,2020,5,241,0.9856846473029046
Los Angeles,2020,6,188,2.0589361702127658
Los Angeles,2020,7,259,6.006911196911196
Los Angeles,2020,8,1208,31.478096026490068
Los Angeles,2020,9,6426,24.118793962029255
Los Angeles,2020,10,323,6.508452012383901
Los Angeles,2020,11,267,3.9052808988764047
Los Angeles,2020,12,241,1.0834439834024896
Madera,2015,1,12,2.3891666666666667
Madera,2015,2,60,4.393166666666667
Madera,2015,3,27,5.9255555555555555
Madera,2015,4,33,4.766969696969697
Madera,2015,5,12,3.1333333333333333
Madera,2015,6,101,12.543762376237625
Madera,2015,7,347,17.621383285302592
Madera,2015,8,100,53.43899999999999
Madera,2015,9,12,2.8175000000000003
Madera,2015,10,39,7.494615384615385
Madera,2015,11,77,7.328181818181818
Madera,2015,12,41,4.708780487804878
Madera,2016,1,4,6.4825
Madera,2016,2,40,6.56725
Madera,2016,3,46,5.61695652173913
Madera,2016,4,41,5.4782926829268295
Madera,2016,5,34,7.12
Madera,2016,6,19,5.0815789473684205
Madera,2016,7,34,9.434705882352942
Madera,2016,8,5,3.316
Madera,2016,9,13,12.82846153846154
Madera,2016,10,49,12.439795918367349
Madera,2016,11,158,11.629303797468355
Madera,2016,12,32,4.648125
Madera,2017,1,28,5.345357142857142
Madera,2017,2,17,4.25764705882353
Madera,2017,3,50,7.596
Madera,2017,4,41,4.193414634146341
Madera,2017,5,29,12.730344827586206
Madera,2017,6,42,9.507380952380952
Madera,2017,7,17,5.6000000000000005
Madera,2017,8,611,11.385171849427168
Madera,2017,9,975,12.78454358974359
Madera,2017,10,42,5.461190476190477
Madera,2017,11,94,10.015212765957447
Madera,2017,12,126,9.832777777777778
Madera,2018,1,108,7.547037037037037
Madera,2018,2,66,15.08848484848485
Madera,2018,3,15,7.768666666666666
Madera,2018,4,22,3.997727272727273
Madera,2018,5,40,6.91175
Madera,2018,6,633,16.47563981042654
Madera,2018,7,373,14.572949061662198
Madera,2018,8,1490,9.970805369127516
Madera,2018,9,122,2.4195081967213117
Madera,2018,10,67,13.447164179104478
Madera,2018,11,32,4.1603125
Madera,2018,12,61,8.57344262295082
Madera,2019,1,17,4.711764705882352
Madera,2019,2,26,4.440384615384615
Madera,2019,3,41,4.360487804878049
Madera,2019,4,32,6.1421874999999995
Madera,2019,5,13,7.5976923076923075
Madera,2019,6,25,3.7612
Madera,2019,7,35,4.816
Madera,2019,8,24,4.814166666666666
Madera,2019,9,13,4.147692307692308
Madera,2019,10,26,11.615384615384615
Madera,2019,11,65,14.036461538461538
Madera,2019,12,31,4.812258064516129
Madera,2020,1,38,13.409736842105263
Madera,2020,2,57,8.321754385964912
Madera,2020,3,110,9.655636363636363
Madera,2020,4,42,6.479047619047619
Madera,2020,5,24,3.995833333333333
Madera,2020,6,38,6.149736842105263
Madera,2020,7,16,4.488125
Madera,2020,8,10,1.362
Madera,2020,9,13418,16.962782829035625
Madera,2020,10,4669,15.032690083529666
Madera,2020,11,246,8.251869918699187
Madera,2020,12,34,10.448823529411765
Marin,2015,1,2,4.195
Marin,2015,2,1,0.35
Marin,2015,3,5,1.1640000000000001
Marin,2015,4,9,0.7055555555555555
Marin,2015,5,3,0.5733333333333334
Marin,2015,6,9,0.49888888888888894
Marin,2015,7,10,0.534
Marin,2015,8,9,0.5444444444444445
Marin,2015,9,10,0.488
Marin,2015,10,8,3.07
Marin,2015,11,5,0.40599999999999997
Marin,2015,12,3,0.5266666666666667
Marin,2016,2,5,0.49400000000000005
Marin,2016,3,8,0.54125
Marin,2016,4,2,0.67
Marin,2016,5,11,0.5445454545454546
Marin,2016,6,9,0.5644444444444444
Marin,2016,7,12,0.5683333333333334
Marin,2016,8,5,0.618
Marin,2016,9,9,0.5244444444444444
Marin,2016,10,3,0.4033333333333333
Marin,2016,11,5,0.43
Marin,2016,12,1,0.53
Marin,2017,1,3,0.59
Marin,2017,2,3,0.6133333333333334
Marin,2017,3,3,0.6466666666666666
Marin,2017,4,4,1.4849999999999999
Marin,2017,5,2,0.4
Marin,2017,6,5,0.492
Marin,2017,7,6,0.5066666666666667
Marin,2017,8,4,0.57
Marin,2017,9,5,0.41200000000000003
Marin,2017,10,2,0.37
Marin,2017,11,2,0.45
Marin,2018,1,1,0.39
Marin,2018,2,2,0.7050000000000001
Marin,2018,3,3,0.4466666666666667
Marin,2018,4,5,0.288
Marin,2018,5,5,0.376
Marin,2018,6,12,3.6133333333333333
Marin,2018,7,6,0.5499999999999999
Marin,2018,8,7,1.4985714285714287
Marin,2018,9,13,1.353076923076923
Marin,2018,10,5,0.4800000000000001
Marin,2018,11,1,0.2
Marin,2019,2,1,0.49
Marin,2019,3,1,0.39
Marin,2019,4,3,0.5
Marin,2019,5,1,0.53
Marin,2019,6,6,0.8783333333333333
Marin,2019,7,7,0.45714285714285713
Marin,2019,8,7,0.5185714285714286
Marin,2019,9,11,2.2736363636363635
Marin,2019,10,1,3.93
Marin,2019,11,1,0.43
Marin,2020,4,1,0.38
Marin,2020,5,1,0.4
Marin,2020,6,2,0.455
Marin,2020,7,3,2.37
Marin,2020,8,183,10.395300546448087
Marin,2020,9,20,4.9295
Marin,2020,10,4,0.515
Mariposa,2015,2,5,4.006
Mariposa,2015,3,6,2.93
Mariposa,2015,5,2,7.135
Mariposa,2015,6,4,8.3675
Mariposa,2015,7,1,0.31
Mariposa,2015,8,29,3.866896551724138
Mariposa,2015,9,83,35.663012048192776
Mariposa,2015,10,10,4.138
Mariposa,2015,11,1,4.23
Mariposa,2015,12,2,0.905
Mariposa,2016,1,5,6.784000000000001
Mariposa,2016,2,5,3.3259999999999996
Mariposa,2016,3,1,3.1
Mariposa,2016,4,3,2.6533333333333333
Mariposa,2016,5,1,1.38
Mariposa,2016,6,2,100.53
Mariposa,2016,7,13,2.6815384615384614
Mariposa,2016,8,65,3.6087692307692305
Mariposa,2016,9,161,9.782360248447205
Mariposa,2016,10,37,4.214864864864865
Mariposa,2016,11,5,5.232
Mariposa,2016,12,3,4.13
Mariposa,2017,1,2,1.26
Mariposa,2017,3,1,4.14
Mariposa,2017,4,5,3.4859999999999998
Mariposa,2017,5,2,3.17
Mariposa,2017,6,20,2.141
Mariposa,2017,7,1615,30.030272445820433
Mariposa,2017,8,1507,10.16317186463172
Mariposa,2017,9,736,5.696236413043478
Mariposa,2017,10,498,13.602168674698795
Mariposa,2017,11,20,5.0695
Mariposa,2017,12,4,5.2925
Mariposa,2018,1,23,3.137391304347826
Mariposa,2018,2,18,5.71
Mariposa,2018,3,17,6.238235294117647
Mariposa,2018,4,9,7.022222222222222
Mariposa,2018,6,19,7.964210526315789
Mariposa,2018,7,3959,14.564976004041425
Mariposa,2018,8,2997,18.86076076076076
Mariposa,2018,9,86,5.878372093023256
Mariposa,2018,10,17,5.867647058823529
Mariposa,2018,11,62,3.649193548387097
Mariposa,2018,12,9,3.7011111111111115
Mariposa,2019,2,1,0.51
Mariposa,2019,3,9,8.262222222222222
Mariposa,2019,4,15,3.2053333333333334
Mariposa,2019,5,2,4.09
Mariposa,2019,6,5,4.748
Mariposa,2019,7,16,14.013125
Mariposa,2019,8,10,58.597
Mariposa,2019,9,1,3.36
Mariposa,2019,10,422,37.13663507109005
Mariposa,2019,12,9,6.7988888888888885
Mariposa,2020,1,13,2.8153846153846156
Mariposa,2020,2,47,6.0238297872340425
Mariposa,2020,3,14,3.337142857142857
Mariposa,2020,4,9,5.050000000000001
Mariposa,2020,5,1,3.65
Mariposa,2020,6,10,3.4810000000000003
Mariposa,2020,7,5,2.062
Mariposa,2020,8,88,3.3625
Mariposa,2020,9,965,11.672290155440415
Mariposa,2020,10,283,7.399010600706714
Mariposa,2020,11,16,1.528125
Mariposa,2020,12,4,4.7700000000000005
Mendocino,2015,1,18,18.43722222222222
Mendocino,2015,2,6,3.7083333333333335
Mendocino,2015,3,5,8.181999999999999
Mendocino,2015,4,24,8.21375
Mendocino,2015,5,4,4.9725
Mendocino,2015,6,5,17.174
Mendocino,2015,7,2,3.59
Mendocino,2015,8,2,1.235
Mendocino,2015,9,3,3.1799999999999997
Mendocino,2015,10,2,0.43000000000000005
Mendocino,2015,11,10,3.665
Mendocino,2015,12,2,3.415
Mendocino,2016,2,1,3.1
Mendocino,2016,3,4,5.0575
Mendocino,2016,4,10,5.209
Mendocino,2016,5,1,1.49
Mendocino,2016,6,2,8.68
Mendocino,2016,8,4,12.362499999999999
Mendocino,2016,9,3,2.78
Mendocino,2016,10,4,1.06
Mendocino,2016,11,1,0.8
Mendocino,2016,12,6,2.46
Mendocino,2017,3,2,3.02
Mendocino,2017,4,14,9.64
Mendocino,2017,5,1,3.66
Mendocino,2017,6,1,9.5
Mendocino,2017,7,10,10.859
Mendocino,2017,8,3,5.886666666666667
Mendocino,2017,9,5,14.323999999999998
Mendocino,2017,10,1263,27.43512272367379
Mendocino,2017,11,4,3.98
Mendocino,2017,12,3,4.153333333333333
Mendocino,2018,1,1,3.81
Mendocino,2018,2,20,5.218500000000001
Mendocino,2018,3,2,3.4450000000000003
Mendocino,2018,4,8,10.3725
Mendocino,2018,5,20,7.1450000000000005
Mendocino,2018,6,3,4.303333333333334
Mendocino,2018,7,463,34.70840172786177
Mendocino,2018,8,211,19.3057345971564
Mendocino,2018,10,14,5.211428571428572
Mendocino,2018,11,3,4.51
Mendocino,2018,12,15,5.401333333333333
Mendocino,2019,1,9,3.8655555555555554
Mendocino,2019,2,2,2.2399999999999998
Mendocino,2019,3,8,4.14875
Mendocino,2019,4,48,11.008333333333333
Mendocino,2019,5,30,17.043333333333333
Mendocino,2019,7,14,3.0014285714285713
Mendocino,2019,8,6,1.2133333333333334
Mendocino,2019,10,11,12.780909090909091
Mendocino,2019,11,1,2.95
Mendocino,2019,12,1,11.3
Mendocino,2020,1,2,1.7000000000000002
Mendocino,2020,2,64,8.6990625
Mendocino,2020,3,72,15.188472222222222
Mendocino,2020,4,42,7.672380952380952
Mendocino,2020,5,10,9.638
Mendocino,2020,6,8,17.42625
Mendocino,2020,8,525,15.833542857142858
Mendocino,2020,9,9750,18.62293435897436
Mendocino,2020,10,1115,19.43077130044843
Mendocino,2020,11,8,4.9712499999999995
Mendocino,2020,12,6,3.948333333333333
Merced,2015,1,1,0.6
Merced,2015,2,21,4.344285714285714
Merced,2015,3,25,5.7648
Merced,2015,4,16,3.2075
Merced,2015,5,17,2.5341176470588236
Merced,2015,6,12,14.737499999999999
Merced,2015,7,54,4.954814814814815
Merced,2015,8,14,1.5807142857142857
Merced,2015,9,16,5.44125
Merced,2015,10,23,3.143913043478261
Merced,2015,11,21,5.082380952380952
Merced,2015,12,4,1.655
Merced,2016,1,8,5.595000000000001
Merced,2016,2,25,5.146800000000001
Merced,2016,3,26,7.985384615384616
Merced,2016,4,10,2.895
Merced,2016,5,16,4.136875
Merced,2016,6,47,6.281489361702128
Merced,2016,7,19,12.363684210526316
Merced,2016,8,13,3.534615384615385
Merced,2016,9,16,3.45875
Merced,2016,10,19,4.330526315789474
Merced,2016,11,33,6.03090909090909
Merced,2016,12,14,3.8428571428571425
Merced,2017,1,3,0.9066666666666667
Merced,2017,2,14,4.200714285714286
Merced,2017,3,37,5.098378378378379
Merced,2017,4,41,14.154634146341465
Merced,2017,5,28,23.5125
Merced,2017,6,6,9.523333333333333
Merced,2017,7,19,3.604736842105263
Merced,2017,8,16,7.450625
Merced,2017,9,18,8.96888888888889
Merced,2017,10,29,4.957931034482758
Merced,2017,11,44,6.121363636363637
Merced,2017,12,77,7.827792207792208
Merced,2018,1,18,7.28388888888889
Merced,2018,2,59,6.106779661016949
Merced,2018,3,19,3.343157894736842
Merced,2018,4,18,6.636666666666667
Merced,2018,5,19,4.6821052631578945
Merced,2018,6,12,3.734166666666667
Merced,2018,7,8,2.4
Merced,2018,8,11,3.555454545454545
Merced,2018,9,14,3.652857142857143
Merced,2018,10,32,5.2428125
Merced,2018,11,14,5.409999999999999
Merced,2018,12,21,5.298095238095239
Merced,2019,1,11,3.316363636363636
Merced,2019,2,8,5.39625
Merced,2019,3,33,3.453030303030303
Merced,2019,4,22,4.330909090909091
Merced,2019,5,23,10.10608695652174
Merced,2019,6,31,25.716451612903228
Merced,2019,7,20,4.872
Merced,2019,8,10,2.143
Merced,2019,9,14,3.837142857142857
Merced,2019,10,35,9.713142857142856
Merced,2019,11,62,4.761774193548387
Merced,2019,12,13,5.443076923076924
Merced,2020,1,24,17.021666666666665
Merced,2020,2,70,5.251428571428572
Merced,2020,3,33,6.716060606060606
Merced,2020,4,20,2.7515
Merced,2020,5,37,7.367837837837838
Merced,2020,6,64,11.83375
Merced,2020,7,21,3.2138095238095237
Merced,2020,8,99,13.054040404040405
Merced,2020,9,12,2.8441666666666667
