NAME,year,month,fire_count,avg_frp,next_month_fire,label_next_month,fire_last_1,fire_last_2,frp_last_1,month_sin,month_cos,fire_rolling_3,county_id,event_date,row_id
Butte,2015,6,3,15.706666666666669,15.0,0.0,12.0,25.0,8.104166666666666,1.2246467991473532e-16,-1.0,13.333333333333334,3,2015-06-01,128
Butte,2015,7,15,26.100666666666665,11.0,0.0,3.0,12.0,15.706666666666669,-0.4999999999999998,-0.8660254037844388,10.0,3,2015-07-01,129
Butte,2015,8,11,6.3536363636363635,57.0,1.0,15.0,3.0,26.100666666666665,-0.8660254037844384,-0.5000000000000004,9.666666666666666,3,2015-08-01,130
Butte,2015,9,57,45.47,48.0,1.0,11.0,15.0,6.3536363636363635,-1.0,-1.8369701987210294e-16,27.666666666666668,3,2015-09-01,131
Butte,2015,10,48,10.131666666666666,27.0,0.0,57.0,11.0,45.47,-0.8660254037844386,0.5000000000000001,38.666666666666664,3,2015-10-01,132
Butte,2015,11,27,8.514444444444443,5.0,0.0,48.0,57.0,10.131666666666666,-0.5000000000000004,0.8660254037844384,44.0,3,2015-11-01,133
Butte,2015,12,5,3.8,2.0,0.0,27.0,48.0,8.514444444444443,-2.4492935982947064e-16,1.0,26.666666666666668,3,2015-12-01,134
Butte,2016,1,2,1.195,18.0,0.0,5.0,27.0,3.8,0.4999999999999999,0.8660254037844387,11.333333333333334,3,2016-01-01,135
Butte,2016,2,18,4.978888888888889,8.0,0.0,2.0,5.0,1.195,0.8660254037844386,0.5000000000000001,8.333333333333334,3,2016-02-01,136
Butte,2016,3,8,2.4075,44.0,0.0,18.0,2.0,4.978888888888889,1.0,6.123233995736766e-17,9.333333333333334,3,2016-03-01,137
Butte,2016,4,44,6.339772727272727,8.0,0.0,8.0,18.0,2.4075,0.8660254037844387,-0.4999999999999998,23.333333333333332,3,2016-04-01,138
Butte,2016,5,8,6.48375,6.0,0.0,44.0,8.0,6.339772727272727,0.4999999999999999,-0.8660254037844387,20.0,3,2016-05-01,139
Butte,2016,6,6,8.4,24.0,0.0,8.0,44.0,6.48375,1.2246467991473532e-16,-1.0,19.333333333333332,3,2016-06-01,140
Butte,2016,7,24,8.84,22.0,0.0,6.0,8.0,8.4,-0.4999999999999998,-0.8660254037844388,12.666666666666666,3,2016-07-01,141
Butte,2016,8,22,9.846363636363636,52.0,1.0,24.0,6.0,8.84,-0.8660254037844384,-0.5000000000000004,17.333333333333332,3,2016-08-01,142
Butte,2016,9,52,6.533461538461538,15.0,0.0,22.0,24.0,9.846363636363636,-1.0,-1.8369701987210294e-16,32.666666666666664,3,2016-09-01,143
Butte,2016,10,15,4.862666666666667,23.0,0.0,52.0,22.0,6.533461538461538,-0.8660254037844386,0.5000000000000001,29.666666666666668,3,2016-10-01,144
Butte,2016,11,23,7.6378260869565215,1.0,0.0,15.0,52.0,4.862666666666667,-0.5000000000000004,0.8660254037844384,30.0,3,2016-11-01,145
Butte,2016,12,1,2.07,3.0,0.0,23.0,15.0,7.6378260869565215,-2.4492935982947064e-16,1.0,13.0,3,2016-12-01,146
Butte,2017,3,3,0.6733333333333333,10.0,0.0,1.0,23.0,2.07,1.0,6.123233995736766e-17,9.0,3,2017-03-01,147
Butte,2017,4,10,7.462000000000001,23.0,0.0,3.0,1.0,0.6733333333333333,0.8660254037844387,-0.4999999999999998,4.666666666666667,3,2017-04-01,148
Butte,2017,5,23,11.33304347826087,8.0,0.0,10.0,3.0,7.462000000000001,0.4999999999999999,-0.8660254037844387,12.0,3,2017-05-01,149
Butte,2017,6,8,4.75,234.0,1.0,23.0,10.0,11.33304347826087,1.2246467991473532e-16,-1.0,13.666666666666666,3,2017-06-01,150
Butte,2017,7,234,7.844358974358974,217.0,1.0,8.0,23.0,4.75,-0.4999999999999998,-0.8660254037844388,88.33333333333333,3,2017-07-01,151
Butte,2017,8,217,15.583410138248848,92.0,1.0,234.0,8.0,7.844358974358974,-0.8660254037844384,-0.5000000000000004,153.0,3,2017-08-01,152
Butte,2017,9,92,8.199021739130433,302.0,1.0,217.0,234.0,15.583410138248848,-1.0,-1.8369701987210294e-16,181.0,3,2017-09-01,153
Butte,2017,10,302,9.122582781456954,22.0,0.0,92.0,217.0,8.199021739130433,-0.8660254037844386,0.5000000000000001,203.66666666666663,3,2017-10-01,154
Butte,2017,11,22,4.245909090909091,8.0,0.0,302.0,92.0,9.122582781456954,-0.5000000000000004,0.8660254037844384,138.66666666666666,3,2017-11-01,155
Butte,2017,12,8,2.3375,8.0,0.0,22.0,302.0,4.245909090909091,-2.4492935982947064e-16,1.0,110.66666666666669,3,2017-12-01,156
Butte,2018,1,8,2.58,42.0,0.0,8.0,22.0,2.3375,0.4999999999999999,0.8660254037844387,12.666666666666666,3,2018-01-01,157
Butte,2018,2,42,6.417380952380953,6.0,0.0,8.0,8.0,2.58,0.8660254037844386,0.5000000000000001,19.333333333333332,3,2018-02-01,158
Butte,2018,3,6,3.5383333333333336,30.0,0.0,42.0,8.0,6.417380952380953,1.0,6.123233995736766e-17,18.666666666666668,3,2018-03-01,159
Butte,2018,4,30,6.4863333333333335,13.0,0.0,6.0,42.0,3.5383333333333336,0.8660254037844387,-0.4999999999999998,26.0,3,2018-04-01,160
Butte,2018,5,13,7.1084615384615395,26.0,0.0,30.0,6.0,6.4863333333333335,0.4999999999999999,-0.8660254037844387,16.333333333333332,3,2018-05-01,161
Butte,2018,6,26,8.152307692307692,11.0,0.0,13.0,30.0,7.1084615384615395,1.2246467991473532e-16,-1.0,23.0,3,2018-06-01,162
Butte,2018,7,11,4.732727272727273,8.0,0.0,26.0,13.0,8.152307692307692,-0.4999999999999998,-0.8660254037844388,16.666666666666668,3,2018-07-01,163
Butte,2018,8,8,7.78,38.0,0.0,11.0,26.0,4.732727272727273,-0.8660254037844384,-0.5000000000000004,15.0,3,2018-08-01,164
Butte,2018,9,38,8.284210526315789,105.0,1.0,8.0,11.0,7.78,-1.0,-1.8369701987210294e-16,19.0,3,2018-09-01,165
Butte,2018,10,105,8.164190476190477,4660.0,1.0,38.0,8.0,8.284210526315789,-0.8660254037844386,0.5000000000000001,50.333333333333336,3,2018-10-01,166
Butte,2018,11,4660,21.715060085836907,13.0,0.0,105.0,38.0,8.164190476190477,-0.5000000000000004,0.8660254037844384,1601.0,3,2018-11-01,167
Butte,2018,12,13,5.105384615384616,14.0,0.0,4660.0,105.0,21.715060085836907,-2.4492935982947064e-16,1.0,1592.6666666666667,3,2018-12-01,168
Butte,2019,1,14,4.892142857142857,12.0,0.0,13.0,4660.0,5.105384615384616,0.4999999999999999,0.8660254037844387,1562.3333333333333,3,2019-01-01,169
Butte,2019,3,12,4.034166666666667,20.0,0.0,14.0,13.0,4.892142857142857,1.0,6.123233995736766e-17,13.0,3,2019-03-01,170
Butte,2019,4,20,5.618,32.0,0.0,12.0,14.0,4.034166666666667,0.8660254037844387,-0.4999999999999998,15.333333333333334,3,2019-04-01,171
Butte,2019,5,32,5.50625,59.0,1.0,20.0,12.0,5.618,0.4999999999999999,-0.8660254037844387,21.333333333333332,3,2019-05-01,172
Butte,2019,6,59,8.212881355932204,35.0,0.0,32.0,20.0,5.50625,1.2246467991473532e-16,-1.0,37.0,3,2019-06-01,173
Butte,2019,7,35,7.863714285714286,12.0,0.0,59.0,32.0,8.212881355932204,-0.4999999999999998,-0.8660254037844388,42.0,3,2019-07-01,174
Butte,2019,8,12,5.409166666666667,56.0,1.0,35.0,59.0,7.863714285714286,-0.8660254037844384,-0.5000000000000004,35.333333333333336,3,2019-08-01,175
