NAME,year,month,avg_pm25,next_month_pm25,label_next_month_pm25,pm25_lag1,pm25_lag2,pm25_rolling3,month_sin,month_cos,fire_count,avg_frp,fire_last_1,fire_last_2,frp_last_1,fire_rolling_3,label_next_month
Sutter,2019,8,7.493333333333334,5.741379310344827,0,9.4,7.241379310344827,7.362180200222471,-0.8660254037844384,-0.5000000000000004,14,7.352142857142858,35.0,33.0,8.08657142857143,27.333333333333332,1
Sutter,2019,9,5.741379310344827,10.841935483870968,0,7.493333333333334,9.4,8.044904214559388,-1.0,-1.8369701987210294e-16,63,6.648412698412699,14.0,35.0,7.352142857142858,37.333333333333336,1
Sutter,2019,10,10.841935483870968,15.33,1,5.741379310344827,7.493333333333334,7.544904214559388,-0.8660254037844386,0.5000000000000001,112,5.955892857142857,63.0,14.0,6.648412698412699,63.0,1
Sutter,2019,11,15.33,10.50967741935484,0,10.841935483870968,5.741379310344827,8.025549375849712,-0.5000000000000004,0.8660254037844384,98,8.82204081632653,112.0,63.0,5.955892857142857,91.0,0
Sutter,2019,12,10.50967741935484,12.751724137931037,1,15.33,10.841935483870968,10.637771598071934,-2.4492935982947064e-16,1.0,1,2.23,98.0,112.0,8.82204081632653,70.33333333333333,0
Sutter,2020,1,12.751724137931037,11.482608695652177,1,10.50967741935484,15.33,12.22720430107527,0.4999999999999999,0.8660254037844387,11,3.421818181818182,1.0,98.0,2.23,36.666666666666664,1
Sutter,2020,2,11.482608695652177,5.253571428571428,0,12.751724137931037,10.50967741935484,12.863800519095292,0.8660254037844386,0.5000000000000001,128,10.224140625,11.0,1.0,3.421818181818182,46.666666666666664,0
Sutter,2020,3,5.253571428571428,5.404787,0,11.482608695652177,12.751724137931037,11.581336750979352,1.0,6.123233995736766e-17,42,6.515238095238095,128.0,11.0,10.224140625,60.333333333333336,0
Sutter,2020,4,5.404787,5.09359685483871,0,5.253571428571428,11.482608695652177,9.829301420718217,0.8660254037844387,-0.4999999999999998,42,10.771904761904764,42.0,128.0,6.515238095238095,70.66666666666667,0
Sutter,2020,5,5.09359685483871,7.391563568965517,0,5.404787,5.253571428571428,7.380322374741204,0.4999999999999999,-0.8660254037844387,13,5.06923076923077,42.0,42.0,10.771904761904764,32.333333333333336,0
Sutter,2020,6,7.391563568965517,13.077822596774194,1,5.09359685483871,5.404787,5.250651761136713,1.2246467991473532e-16,-1.0,41,8.057560975609757,13.0,42.0,5.06923076923077,32.0,0
Sutter,2020,7,13.077822596774194,32.847539693548384,1,7.391563568965517,5.09359685483871,5.963315807934744,-0.4999999999999998,-0.8660254037844388,31,8.410645161290324,41.0,13.0,8.057560975609757,28.333333333333332,0
Sutter,2020,8,32.847539693548384,49.57256916666667,1,13.077822596774194,7.391563568965517,8.520994340192809,-0.8660254037844384,-0.5000000000000004,11,7.288181818181818,31.0,41.0,8.410645161290324,27.666666666666668,0
Sutter,2020,9,49.57256916666667,25.449209915254237,1,32.847539693548384,13.077822596774194,17.7723086197627,-1.0,-1.8369701987210294e-16,2,6.71,11.0,31.0,7.288181818181818,14.666666666666666,1
Sutter,2020,10,25.449209915254237,14.745446833333334,1,49.57256916666667,32.847539693548384,31.832643818996416,-0.8660254037844386,0.5000000000000001,91,9.028241758241755,2.0,11.0,6.71,34.666666666666664,1
Sutter,2020,11,14.745446833333334,14.829601241935483,1,25.449209915254237,49.57256916666667,35.95643959182309,-0.5000000000000004,0.8660254037844384,102,8.759803921568627,91.0,2.0,9.028241758241755,65.0,1
Tehama,2016,4,3.03300725,2.843047435483871,0,1.4555405409836064,,1.4555405409836064,0.8660254037844387,-0.4999999999999998,1,6.93,7.0,5.0,2.3314285714285714,4.333333333333333,0
Tehama,2016,5,2.843047435483871,3.9822213166666662,0,3.03300725,1.4555405409836064,2.244273895491803,0.4999999999999999,-0.8660254037844387,5,2.568,1.0,7.0,6.93,4.333333333333333,0
Tehama,2016,6,3.9822213166666662,4.911476328125,0,2.843047435483871,3.03300725,2.443865075489159,1.2246467991473532e-16,-1.0,21,20.357142857142858,5.0,1.0,2.568,9.0,0
Tehama,2016,7,4.911476328125,8.724527121212121,0,3.9822213166666662,2.843047435483871,3.2860920007168457,-0.4999999999999998,-0.8660254037844388,1,5.93,21.0,5.0,20.357142857142858,9.0,0
Tehama,2016,8,8.724527121212121,8.586852409090909,0,4.911476328125,3.9822213166666662,3.9122483600918456,-0.8660254037844384,-0.5000000000000004,2,4.1850000000000005,1.0,21.0,5.93,8.0,0
Tehama,2016,9,8.586852409090909,3.269758064516129,0,8.724527121212121,4.911476328125,5.872741588667929,-1.0,-1.8369701987210294e-16,2,0.655,2.0,1.0,4.1850000000000005,1.6666666666666667,0
Tehama,2016,10,3.269758064516129,5.017325433333334,0,8.586852409090909,8.724527121212121,7.407618619476011,-0.8660254037844386,0.5000000000000001,12,9.59,2.0,2.0,0.655,5.333333333333333,0
Tehama,2016,11,5.017325433333334,6.849022483870967,0,3.269758064516129,8.586852409090909,6.860379198273054,-0.5000000000000004,0.8660254037844384,4,3.0175,12.0,2.0,9.59,6.0,0
